uid, name, line_name, lat, lng, area
578, 大瓦窑, 地铁14号线西段, 39.858161819467576, 116.23435124817726, 丰台区
579, 园博园, 地铁14号线西段, 39.86004294771002, 116.19568600568235, 丰台区
580, 张郭庄, 地铁14号线西段, 39.85676264031201, 116.18078096175643, 丰台区
532, 善各庄, 地铁14号线东段, 40.02600362287401, 116.47209644357596, 朝阳区
533, 来广营, 地铁14号线东段, 40.018918953838174, 116.46073640991912, 朝阳区
534, 东湖渠, 地铁14号线东段, 40.00901984171785, 116.46128241287573, 朝阳区
535, 望京, 地铁14号线东段, 39.99752439590686, 116.46254676202655, 朝阳区
536, 阜通, 地铁14号线东段, 39.99065260174715, 116.46520824210222, 朝阳区
537, 望京南, 地铁14号线东段, 39.98338355848434, 116.47581752296433, 朝阳区
538, 将台, 地铁14号线东段, 39.96971124830708, 116.48396750686531, 朝阳区
539, 东风北桥, 地铁14号线东段, 39.95731097505164, 116.47998728365162, 朝阳区
540, 枣营, 地铁14号线东段, 39.942896230601356, 116.46891371554203, 朝阳区
541, 朝阳公园, 地铁14号线东段, 39.93236236126828, 116.47230578449948, 朝阳区
542, 金台路, 地铁14号线东段, 39.92198892821092, 116.47226784186387, 朝阳区
543, 大望路, 地铁14号线东段, 39.907547296485646, 116.4708955469207, 朝阳区
544, 九龙山, 地铁14号线东段, 39.89224055014819, 116.47202544642748, 朝阳区
545, 平乐园, 地铁14号线东段, 39.88368009229421, 116.47129221549125, 朝阳区
546, 北工大西门, 地铁14号线东段, 39.87394851325016, 116.47132602967537, 朝阳区
547, 十里河, 地铁14号线东段, 39.8645217343177, 116.45222774401832, 朝阳区
548, 方庄, 地铁14号线东段, 39.8645358077303, 116.43392181991327, 丰台区
549, 蒲黄榆, 地铁14号线东段, 39.86415384280392, 116.41618432040715, 丰台区
550, 景泰, 地铁14号线东段, 39.86374007334189, 116.40451524612446, 东城区
551, 永定门外, 地铁14号线东段, 39.865025696991125, 116.39335142420518, 东城区
552, 北京南站, 地铁14号线东段, 39.86355060750214, 116.37293992819284, 丰台区
291, 北京西站, 地铁7号线, 39.893572179387895, 116.315122173401, 丰台区
292, 湾子, 地铁7号线, 39.888868878450964, 116.3216688035827, 西城区
293, 达官营, 地铁7号线, 39.88868197334528, 116.32949139522482, 西城区
294, 广安门内, 地铁7号线, 39.88826503209847, 116.35185973682107, 西城区
295, 菜市口, 地铁7号线, 39.887907931682854, 116.36825048748945, 西城区
296, 虎坊桥, 地铁7号线, 39.88805695589474, 116.37798612408031, 西城区
297, 珠市口, 地铁7号线, 39.889584445684754, 116.39217844218949, 西城区
298, 桥湾, 地铁7号线, 39.89129505431536, 116.40261633430416, 东城区
299, 磁器口, 地铁7号线, 39.89175251528344, 116.41321015761918, 东城区
300, 广渠门内, 地铁7号线, 39.89231062231487, 116.42799023265404, 东城区
301, 广渠门外, 地铁7号线, 39.89224847557489, 116.44311926435599, 东城区
302, 双井, 地铁7号线, 39.89218893817695, 116.45638243595761, 朝阳区
303, 九龙山, 地铁7号线, 39.89224055014819, 116.47202544642748, 朝阳区
